DEPARTAMENTO;MUNICIPIO;ZONA;PUESTO;NOMBRE PUESTO DE VOTACION;MESA;BARRIO;ESTRATO;URBANO/RURAL;MOVIMIENTO DE SALVACION NACIONAL;GENTE EN MOVIMIENTO;WILDER IBERSON ESCOBAR ORTIZ;JUAN CARLOS HENAO VALENCIA;CLAUDIA PATRICIA ECHEVERRY BEDOYA;JUANITA ESPELETA NOREÑA;TULIA ELENA HERNANDEZ BURBANO;PACTO HISTÓRICO Y VERDES;SANTIAGO OSORIO MARIN;DIANA MARCELA ALVAREZ VALENCIA;UBALDO GONZALEZ ARIAS;VICTOR HUGO ZULUAGA RAVE;ERIKA JOHANA SANCHEZ CARDONA;COAL. PARTIDOS CAMBIO RADICAL Y COLOMBIA JUSTA LIB RES;HECTOR ALBERTO GIRALDO QUINTERO;MILTON IVAN TIBADUIZA MARIN;GLADYS GALEANO MARTINEZ;PAULA ANDREA GARCIA DIAZ;MILTON GUTIERREZ NAVARRETE;PARTIDO CONSERVADOR COLOMBIANO;FELIX ALEJANDRO CHICA CORREA;LUISA FERNANDA BARRIGA FRANCO;JUANA CAROLINA LONDOÑO JARAMILLO;JORGE HERNAN YEPES ALZATE;PARTIDO CENTRO DEMOCRÁTICO;LUIS FERNANDO GOMEZ BETANCURT;JENNY VASCO MONTOYA;JESUS IVAN OSPINA ATEHORTUA;ANGELA MARIA ZULUAGA TREJOS;CRISTIAN JIOVANY VALENCIA GRISALES;COALICIÓN JUNTOS POR CALDAS;JUAN SEBASTIAN GOMEZ GONZALES;CLAUDIA LORENA PINILLA MARTINEZ;CAMILO SALAZAR RAMIREZ;GLORIA PATRICIA GIL BEDOYA;HUGO ALBERTO POVEDA CASTAÑEDA;"PARTIDO DE LA UNIÓN POR LA GENTE ""PARTIDO DE LA U""";MARINO MURILLO FRANCO;MARIA LUISA GONZALEZ GALVIS;HECTOR ARBEY OSORIO OCAMPO;YELILE AGUIRRE VALENCIA;JUAN FELIPE ALVAREZ CASTRO;PARTIDO LIBERAL COLOMBIANO;JOSE OCTAVIO CARDONA LEON;MARTHA LLANETH ALVAREZ SALAZAR;ANDRES FELIPE BETANCOURTH LOPEZ;JUAN CAMILO ALDANA MORALES;EVELIN PINEDA DIAZ;VOTOS EN BLANCO;VOTOS NULOS;VOTOS NO MARCADOS
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;0;0;8;0;0;0;0;1;3;0;2;0;0;0;1;0;1;0;0;0;6;1;30;0;11;7;1;85;1;1;1;11;2;2;0;0;2;0;0;0;0;1;1;1;0;3;0;0;8;26;11
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;11;;;URBANO;0;1;9;0;0;0;0;3;8;0;1;0;0;0;0;0;0;0;0;5;1;0;39;0;12;3;0;69;0;0;1;20;0;2;0;0;0;0;0;2;0;2;1;5;0;3;0;0;18;18;14
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;12;;;URBANO;0;0;0;0;1;0;5;5;6;0;2;0;1;0;0;1;1;0;0;4;5;1;32;1;15;10;0;78;0;0;0;19;1;0;0;0;0;0;1;2;0;3;1;6;1;2;0;0;9;19;14
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;13;;;URBANO;0;0;5;0;0;0;0;2;7;0;0;0;2;0;3;2;0;1;2;6;4;6;35;1;10;5;0;64;1;1;2;18;0;2;0;0;1;0;0;0;0;1;0;2;0;2;0;0;9;20;12
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;14;;;URBANO;0;0;10;3;0;0;0;3;0;1;2;0;1;0;1;0;0;0;0;4;3;1;21;0;3;5;0;49;1;1;2;11;0;1;0;1;4;0;0;0;0;0;1;3;0;0;0;1;13;26;10
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;15;;;URBANO;0;0;6;0;1;1;0;3;1;0;1;0;0;0;1;1;0;2;1;2;3;1;23;1;4;4;1;56;1;0;3;15;0;0;0;1;0;0;0;1;0;2;1;4;1;0;0;0;9;12;4
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;16;;;URBANO;0;0;7;0;0;0;0;1;2;0;0;0;0;0;2;0;0;0;2;10;2;1;16;0;5;6;0;68;0;0;0;20;1;0;0;0;0;1;0;0;0;3;1;5;0;1;1;0;4;12;5
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;17;;;URBANO;0;0;5;0;0;0;0;5;6;0;1;0;0;0;0;0;0;2;1;1;2;1;28;0;5;8;1;64;0;0;4;20;0;0;0;0;1;0;0;3;0;0;1;2;0;2;0;0;12;10;10
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;18;;;URBANO;0;0;4;1;0;1;0;2;15;2;2;0;0;0;3;0;0;2;0;0;3;2;18;1;2;2;0;38;1;1;0;23;0;1;0;0;0;1;0;1;0;1;0;4;0;2;0;0;15;12;1
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;19;;;URBANO;0;0;7;0;0;0;0;6;8;0;1;0;0;0;1;0;0;0;0;2;1;2;21;1;2;3;0;38;0;0;0;21;0;0;0;0;1;0;0;0;0;3;0;3;0;2;0;0;20;7;0
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;20;;;URBANO;0;0;3;2;1;1;0;3;11;0;1;0;1;0;1;0;0;1;0;0;3;1;15;0;2;6;0;36;0;0;1;34;1;0;1;0;0;0;0;1;0;2;0;2;0;2;0;0;12;9;4
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;21;;;URBANO;0;0;7;0;0;0;0;2;4;1;2;0;0;0;0;0;1;1;0;2;3;0;15;0;3;2;1;40;0;0;0;22;2;3;0;0;0;0;0;1;0;1;2;3;0;4;0;0;10;6;1
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;22;;;URBANO;0;0;4;0;1;0;0;2;5;2;0;0;0;0;0;0;0;0;0;2;2;0;26;0;0;6;0;42;0;1;1;29;1;1;0;0;0;1;1;0;0;1;0;2;0;2;0;0;9;9;5
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;23;;;URBANO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;1;18;1;3;5;0;31;0;0;1;25;0;0;0;0;0;0;0;0;0;2;2;4;0;1;0;0;6;4;2
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;24;;;URBANO;0;0;4;1;0;0;0;2;10;1;3;0;0;0;0;0;0;1;0;2;5;3;17;0;4;9;1;30;0;0;2;23;0;1;0;0;0;0;0;0;0;0;0;2;1;2;0;0;10;3;2
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;25;;;URBANO;0;0;5;1;1;0;0;7;7;1;4;0;0;0;0;1;1;1;0;1;2;0;26;0;0;5;0;38;1;2;0;20;0;0;0;0;1;0;0;0;0;1;0;0;0;2;0;0;14;5;2
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;26;;;URBANO;0;0;12;1;1;0;0;5;11;0;1;0;2;0;0;0;0;0;2;0;3;1;18;1;0;0;0;41;1;0;2;23;1;1;0;0;1;0;0;1;0;1;0;1;1;3;0;0;13;5;2
CALDAS ;PENSILVANIA ;0;0;PUESTO CABECERA MUNICIPAL;27;;;URBANO;0;0;2;0;0;0;0;1;7;1;0;1;0;0;1;0;0;1;1;1;1;1;10;0;0;0;1;14;0;2;0;13;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;2;1
CALDAS ;PENSILVANIA ;98;1;CARCEL;1;;;URBANO;0;0;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
CALDAS ;PENSILVANIA ;99;1;ARBOLEDA;1;;;RURAL;0;0;5;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;6;4;0;31;0;2;24;0;17;0;0;1;33;0;2;0;1;2;0;0;0;0;1;3;3;0;0;0;1;2;12;17
CALDAS ;PENSILVANIA ;99;1;ARBOLEDA;2;;;RURAL;0;0;3;0;0;0;0;0;2;0;1;1;0;0;1;0;1;0;0;3;6;0;21;2;2;15;0;25;0;0;2;44;0;1;0;0;1;0;0;0;0;0;1;2;0;0;0;1;4;16;4
CALDAS ;PENSILVANIA ;99;1;ARBOLEDA;3;;;RURAL;0;0;2;0;0;0;0;4;4;0;1;0;0;0;0;0;0;0;0;9;4;0;30;1;4;11;0;12;0;0;2;23;1;2;0;0;0;0;0;1;0;3;2;1;0;1;0;0;7;26;7
CALDAS ;PENSILVANIA ;99;1;ARBOLEDA;4;;;RURAL;0;0;3;1;0;1;0;4;5;0;0;0;0;0;2;0;0;0;0;0;3;0;25;0;0;12;0;11;0;0;0;21;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;10;7;0
CALDAS ;PENSILVANIA ;99;1;ARBOLEDA;5;;;RURAL;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;1;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
CALDAS ;PENSILVANIA ;99;2;AGUA BONITA;1;;;RURAL;0;0;5;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;4;8;2;22;1;4;3;0;17;0;1;3;44;0;1;0;0;0;1;0;0;0;1;0;6;0;0;0;0;5;15;1
CALDAS ;PENSILVANIA ;99;3;LA SOLEDAD;1;;;RURAL;0;2;41;0;2;2;0;0;4;0;0;0;0;0;0;0;1;2;0;2;2;0;9;2;6;2;1;25;0;1;0;25;1;1;0;0;2;0;0;3;0;15;2;1;0;19;0;0;7;14;5
CALDAS ;PENSILVANIA ;99;4;SANTA HELENA;1;;;RURAL;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;4;0;0;1;17;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;1;3;3
CALDAS ;PENSILVANIA ;99;5;BOLIVIA;1;;;RURAL;0;3;27;0;0;0;1;3;4;0;2;0;0;0;1;0;1;1;0;2;2;0;10;3;7;2;0;28;0;0;0;10;0;1;0;1;3;0;1;1;1;12;7;5;0;25;0;0;6;27;23
CALDAS ;PENSILVANIA ;99;5;BOLIVIA;2;;;RURAL;0;4;34;0;1;0;0;2;7;1;1;0;0;0;1;0;2;2;0;1;1;0;8;2;1;2;0;16;0;0;2;11;1;2;0;1;2;1;0;0;0;14;5;3;1;28;0;0;2;26;7
CALDAS ;PENSILVANIA ;99;5;BOLIVIA;3;;;RURAL;0;3;44;0;2;0;0;2;5;0;2;0;0;0;1;0;1;0;0;0;4;0;15;1;5;2;0;17;0;0;2;12;0;0;0;1;6;1;0;3;0;12;4;2;0;16;0;0;4;16;9
CALDAS ;PENSILVANIA ;99;5;BOLIVIA;4;;;RURAL;0;3;31;0;2;0;0;0;2;0;0;0;0;0;2;0;2;2;0;0;2;0;6;2;6;3;0;17;0;2;1;14;0;2;0;0;3;1;0;1;0;3;3;5;0;23;0;0;4;21;2
CALDAS ;PENSILVANIA ;99;5;BOLIVIA;5;;;RURAL;0;0;57;0;1;1;1;2;5;1;1;0;0;0;0;0;0;0;0;0;1;0;11;2;2;1;0;18;1;0;1;16;2;0;0;1;0;1;0;3;0;16;3;7;1;26;0;0;5;8;3
CALDAS ;PENSILVANIA ;99;5;BOLIVIA;6;;;RURAL;0;1;13;0;1;0;0;2;3;0;1;1;0;0;1;0;0;0;0;0;2;0;5;1;1;1;0;11;0;0;0;8;0;0;0;0;0;1;0;0;0;4;0;3;2;14;0;0;6;6;0
CALDAS ;PENSILVANIA ;99;13;EL HIGUERON;1;;;RURAL;0;0;21;0;2;0;1;0;4;0;1;0;0;0;1;0;0;2;0;6;1;0;3;2;1;4;0;20;0;0;1;47;1;0;0;0;2;2;0;1;0;7;4;5;0;20;0;0;5;14;9
CALDAS ;PENSILVANIA ;99;13;EL HIGUERON;2;;;RURAL;0;1;17;0;7;0;0;2;2;0;0;0;0;0;0;0;0;1;0;1;2;0;4;0;1;1;0;8;0;0;0;28;0;0;0;0;2;0;0;0;0;2;1;4;0;14;0;0;0;5;0
CALDAS ;PENSILVANIA ;99;17;GUACAS;1;;;RURAL;2;0;3;0;0;0;1;2;8;0;1;0;0;0;0;0;0;2;0;1;2;0;17;0;3;1;0;16;0;1;0;5;0;0;0;0;1;1;0;0;0;2;0;5;0;1;0;0;6;1;7
CALDAS ;PENSILVANIA ;99;25;SAN DANIEL;1;;;RURAL;0;2;20;0;0;0;1;1;2;0;0;0;1;0;1;0;0;1;1;4;0;0;20;1;9;6;0;24;1;2;4;28;0;5;0;1;1;0;0;0;0;2;1;6;0;1;0;0;3;23;23
CALDAS ;PENSILVANIA ;99;25;SAN DANIEL;2;;;RURAL;0;1;33;0;3;1;0;1;4;0;1;0;0;1;1;0;0;6;1;6;5;0;28;0;3;3;1;21;0;0;0;46;0;2;1;0;1;0;0;0;0;2;4;3;0;5;1;0;2;21;9
CALDAS ;PENSILVANIA ;99;25;SAN DANIEL;3;;;RURAL;0;0;38;0;3;0;0;2;5;0;0;0;0;1;2;0;0;9;0;6;8;1;25;0;5;2;0;12;0;0;1;53;1;0;0;0;0;0;0;0;0;3;1;4;0;5;0;0;6;19;5
CALDAS ;PENSILVANIA ;99;25;SAN DANIEL;4;;;RURAL;0;0;27;0;0;0;0;0;6;0;0;0;0;1;0;0;0;7;0;2;3;2;15;0;1;2;0;8;0;1;2;62;0;0;1;0;1;1;0;0;0;5;0;5;1;3;1;0;2;9;5
CALDAS ;PENSILVANIA ;99;25;SAN DANIEL;5;;;RURAL;0;0;20;0;1;0;0;0;2;0;0;0;0;0;0;0;0;3;0;2;0;0;9;0;1;1;0;6;0;0;2;44;1;0;0;0;0;0;0;0;0;0;2;2;0;2;0;0;3;0;6
CALDAS ;PENSILVANIA ;99;26;LA RIOJA;1;;;RURAL;0;0;1;0;0;0;0;2;9;0;0;0;0;1;1;0;0;1;0;3;2;1;7;0;3;2;1;34;0;0;1;27;0;0;0;0;0;0;0;1;0;4;1;8;0;0;0;0;12;12;4
CALDAS ;PENSILVANIA ;99;27;PUEBLO NUEVO;1;;;RURAL;0;0;0;0;1;0;0;1;2;0;0;0;0;0;3;0;0;0;0;4;19;0;11;0;8;36;0;31;0;1;3;31;0;0;1;0;0;0;0;0;0;0;1;8;0;0;0;0;7;15;4
CALDAS ;PENSILVANIA ;99;27;PUEBLO NUEVO;2;;;RURAL;0;0;2;0;0;0;0;0;2;0;0;0;0;0;6;0;0;0;0;2;16;1;21;0;7;26;0;29;0;0;0;30;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;3;13;0
CALDAS ;PENSILVANIA ;99;30;SAMARIA;1;;;RURAL;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;1;4;21;0;0;1;0;3;8;1;0;1;0;2;10;1;2;0;0;1;1;0;2;3;8;2;1;3;0;0;2;0;10;0;0;0;0;0;0;0;0;0;8;5;2;0;0;0;1;11;16
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;0;3;33;1;1;0;0;3;6;1;0;1;1;0;9;1;1;0;0;5;2;0;2;8;5;1;0;3;0;0;3;6;8;0;0;0;1;2;2;0;1;0;10;12;2;1;2;0;4;19;14
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;1;5;28;0;0;0;0;7;15;0;0;0;0;2;11;0;1;0;1;2;2;1;3;8;6;7;0;4;1;0;2;2;9;0;0;0;1;0;0;1;0;0;9;16;1;0;0;0;0;0;0
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;0;1;16;1;0;1;0;5;12;3;2;1;1;0;13;2;0;1;0;3;0;0;2;3;2;4;0;4;0;1;2;2;16;0;1;0;2;2;0;0;1;0;7;12;4;0;1;0;10;20;17
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;0;2;17;2;1;0;1;4;11;0;1;0;0;0;12;0;0;1;1;2;1;0;1;3;2;7;0;2;2;0;2;3;16;1;0;1;1;7;1;0;0;0;6;7;6;0;0;0;7;15;2
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;1;17;0;0;0;0;8;8;0;0;0;1;0;10;2;2;0;0;0;1;3;2;5;1;2;0;2;0;1;1;1;10;0;0;0;0;0;0;1;0;0;7;12;3;2;0;0;11;8;8
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;1;0;13;1;1;0;0;2;6;1;1;0;0;1;8;2;1;0;0;1;4;2;3;3;1;2;0;3;0;0;5;3;8;1;2;2;0;1;0;0;0;1;4;3;1;0;1;0;11;6;10
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;2;27;0;0;2;0;4;4;1;0;1;1;0;5;3;0;1;1;5;2;2;3;0;5;2;0;2;0;0;3;3;12;0;0;0;1;3;0;0;0;0;5;8;2;1;0;0;11;19;9
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;0;21;0;1;0;0;3;6;1;1;2;1;0;8;2;0;3;1;1;4;1;2;2;2;2;0;2;1;0;2;1;23;0;0;0;1;4;0;0;0;0;4;15;6;0;0;1;4;10;6
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;10;;;URBANO;0;2;30;1;0;0;0;5;7;1;0;1;0;0;11;0;1;1;0;2;0;2;2;3;1;2;0;4;0;0;3;1;18;0;1;0;0;2;0;0;0;1;7;11;5;1;0;0;3;15;6
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;11;;;URBANO;0;0;52;0;0;1;0;7;12;0;1;0;0;0;9;3;0;0;1;2;3;5;0;4;2;5;0;3;0;0;2;1;22;0;0;0;1;2;1;0;0;1;4;15;6;2;1;0;4;19;13
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;12;;;URBANO;0;1;24;1;0;1;0;2;2;1;0;1;2;0;11;0;0;3;0;0;2;0;0;6;2;5;0;5;0;0;3;4;22;1;1;0;2;3;0;0;0;0;2;16;8;0;0;1;8;20;15
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;13;;;URBANO;0;0;21;0;0;0;0;2;5;1;0;1;2;0;10;1;1;1;0;4;0;0;2;4;3;1;0;3;0;0;3;2;28;1;0;0;2;2;2;0;1;0;0;13;6;0;0;0;8;14;6
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;14;;;URBANO;0;0;26;1;0;0;0;1;7;0;1;0;1;1;6;1;2;2;0;2;3;1;1;5;3;2;0;0;1;0;3;3;14;1;0;0;0;1;0;0;0;0;8;9;5;0;0;0;7;12;3
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;15;;;URBANO;0;1;21;2;0;0;0;0;5;0;1;0;0;2;12;1;0;1;1;1;3;4;2;2;1;8;0;4;0;1;0;3;24;1;1;0;0;1;0;0;0;1;2;11;4;1;0;0;11;23;6
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;16;;;URBANO;0;1;14;0;0;0;0;1;1;1;0;0;1;1;5;4;0;1;0;2;1;1;2;7;2;2;0;4;0;1;1;5;24;0;0;0;0;3;1;0;0;0;3;8;3;0;0;0;4;21;4
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;17;;;URBANO;1;0;18;1;0;0;0;6;13;1;1;1;1;0;6;3;0;1;0;0;0;0;2;2;1;3;1;5;0;0;0;3;8;0;0;0;0;2;1;1;0;0;5;8;2;1;0;0;8;11;4
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;18;;;URBANO;0;0;10;1;0;2;0;3;12;1;3;1;0;1;12;0;1;1;0;0;1;3;3;2;0;2;1;6;0;0;0;4;15;0;0;0;0;1;0;0;0;0;0;10;2;0;0;1;24;9;0
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;19;;;URBANO;0;2;13;2;0;0;0;4;13;0;3;0;0;0;10;1;0;1;0;0;2;1;1;3;4;5;0;2;1;0;2;6;12;0;0;1;0;0;0;1;0;0;2;9;3;1;0;0;19;5;1
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;20;;;URBANO;0;4;21;2;0;0;0;6;6;0;2;1;0;0;15;4;0;4;0;1;0;2;2;2;2;0;0;4;0;1;3;6;10;0;0;1;1;0;0;1;0;0;1;10;1;0;0;0;10;7;4
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;21;;;URBANO;0;0;15;2;0;1;0;2;9;0;0;0;0;1;12;1;1;2;0;1;1;1;3;4;0;4;0;4;1;1;3;2;8;0;0;0;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;22;;;URBANO;0;0;24;1;0;0;0;6;11;0;1;0;0;0;16;0;0;2;0;1;0;0;0;1;1;4;0;3;0;1;1;0;8;1;0;0;0;2;0;0;0;1;1;3;4;0;0;0;10;8;2
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;23;;;URBANO;0;1;15;1;1;0;0;3;8;0;0;1;0;0;6;2;0;1;0;1;0;0;2;2;0;0;0;2;0;0;0;6;4;0;0;0;0;3;0;0;2;0;0;10;5;2;0;0;20;8;1
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;24;;;URBANO;0;0;20;3;0;1;0;6;7;3;1;3;1;0;5;2;0;0;0;1;4;1;3;4;1;4;0;1;0;0;1;6;9;0;0;0;0;2;0;0;0;1;1;6;4;1;1;1;9;7;0
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;25;;;URBANO;0;2;16;0;0;1;0;5;7;0;2;1;1;0;9;0;0;0;0;1;1;0;0;5;1;1;0;0;0;0;1;5;10;0;0;0;1;2;0;0;0;0;1;12;5;1;0;0;13;7;3
CALDAS ;RISARALDA ;0;0;PUESTO CABECERA MUNICIPAL;26;;;URBANO;0;0;9;0;0;0;0;5;4;1;1;2;0;0;1;1;0;0;0;0;1;0;2;2;0;4;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;7;2;2;0;0;12;1;1
CALDAS ;RISARALDA ;99;2;ALTO ARAUCA;1;;;RURAL;0;0;11;1;0;4;0;1;6;1;1;1;1;1;0;0;0;0;0;1;1;1;3;0;5;3;0;41;0;0;1;2;17;0;0;0;0;1;0;0;0;0;8;16;1;1;1;1;9;11;6
CALDAS ;RISARALDA ;99;2;ALTO ARAUCA;2;;;RURAL;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;1;0
CALDAS ;RISARALDA ;99;4;LA BOHEMIA;1;;;RURAL;1;0;23;0;0;0;0;1;7;0;0;1;0;1;3;0;0;1;0;0;1;1;0;1;2;1;0;4;0;0;2;5;11;0;0;0;0;0;1;0;0;0;1;7;2;0;0;0;1;6;1
CALDAS ;RISARALDA ;99;5;LA QUIEBRA DE SANTA BARBARA;1;;;RURAL;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;1;4;0;0;1;2;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;2;6;1;1;0;0;5;2;5
CALDAS ;RISARALDA ;99;35;EL PALO;1;;;RURAL;0;0;7;0;1;1;0;3;8;0;0;0;0;0;1;1;0;3;0;2;0;0;5;0;7;6;0;3;0;0;2;1;3;0;0;0;1;4;0;0;1;0;8;21;3;0;0;0;2;18;11
CALDAS ;RISARALDA ;99;35;EL PALO;2;;;RURAL;0;0;11;1;0;0;0;1;8;1;2;1;0;0;1;0;0;0;0;0;3;0;2;1;3;5;2;1;0;2;1;2;3;0;2;0;2;1;0;0;0;0;2;26;0;2;0;0;9;15;8
CALDAS ;RISARALDA ;99;35;EL PALO;3;;;RURAL;0;0;4;0;0;0;0;0;6;0;2;0;2;0;2;2;0;0;0;0;0;0;4;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;32;0;0;0;0;8;4;0
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;1;;;URBANO;0;0;13;1;0;0;1;4;3;0;0;0;0;0;1;0;2;0;0;3;3;0;4;6;4;3;0;5;0;1;1;3;3;0;0;1;1;4;0;0;1;3;3;16;1;9;1;0;4;13;7
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;2;;;URBANO;0;3;17;0;1;1;2;5;5;0;5;0;0;0;3;0;0;0;1;1;2;0;4;9;6;2;0;5;0;1;0;7;1;1;0;0;2;4;1;0;0;1;4;15;2;16;0;13;4;14;14
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;3;;;URBANO;1;2;22;0;0;0;7;5;8;2;6;0;3;1;4;0;0;3;0;4;0;0;7;12;0;4;0;7;0;2;3;5;0;0;0;0;3;6;0;0;0;2;1;29;0;13;1;6;4;23;12
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;4;;;URBANO;0;0;16;2;1;1;2;6;10;0;3;2;0;1;2;0;1;0;0;4;3;0;7;6;2;2;0;7;0;0;1;5;3;0;0;1;1;7;0;0;0;5;2;18;2;19;2;8;8;19;6
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;5;;;URBANO;1;2;22;1;1;0;4;3;4;1;4;0;0;0;1;0;0;1;0;1;5;0;9;6;1;1;1;6;2;0;1;9;1;0;0;0;0;8;0;0;0;0;9;20;2;23;4;4;4;15;21
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;6;;;URBANO;0;2;18;1;0;1;6;4;8;0;8;0;0;0;1;0;2;1;0;4;3;3;7;9;3;1;0;0;0;0;2;7;4;1;0;0;1;8;1;1;0;4;3;19;0;28;0;3;14;28;6
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;7;;;URBANO;0;1;16;2;0;0;4;5;12;0;1;3;2;1;2;0;0;0;0;1;1;0;6;2;2;6;0;4;0;1;0;6;3;1;2;1;3;9;0;0;0;6;2;14;1;23;1;5;7;14;21
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;8;;;URBANO;0;4;16;0;0;0;1;2;9;0;0;0;2;1;4;0;1;0;0;0;1;0;3;4;2;1;0;7;1;1;2;5;3;2;0;1;0;5;0;3;0;3;4;16;0;21;2;6;9;16;6
CALDAS ;SALAMINA;0;0;PUESTO CABECERA MUNICIPAL;9;;;URBANO;0;0;17;0;0;0;1;2;8;0;3;1;0;0;3;0;1;1;0;1;6;0;4;4;2;1;1;2;0;1;2;5;0;1;0;0;0;10;0;0;0;1;2;15;1;15;0;4;10;13;8
